input_title,input_year,found_in_tmdb,tmdb_id,title,release_date,runtime,genres,directors,cast,keywords,production_companies,original_language,budget,revenue,directors_other,cast_other,keywords_other
30 Days of Night,Unknown,True,4513,30 Days of Night,2007-10-17,113.0,Horror; Thriller,David Slade,Josh Hartnett; Danny Huston; Ben Foster; Mark Boone Junior,sunrise; winter; marriage crisis; vampire; based on comic; alaska; creature; based on graphic novel; blizzard; blood lust; horror,HorrorFlix; Columbia Pictures; Ghost House Pictures; Dark Horse Entertainment; Mandate International,en,30000000.0,80276156.0,,Melissa George; Mark Rendall; Amber Sainsbury; Manu Bennett; Megan Franich; Craig Hall,polar night
35 Shots of Rum,Unknown,True,26191,35 Shots of Rum,2009-02-18,101.0,Drama,Claire Denis,Alex Descas,suicide; taxi driver; coming of age; woman director; father daughter conflict; father daughter relationship; casual; sentimental,Soudaine Compagnie; Pandora Film; ARTE France Cinéma; Wild Bunch; WDR/Arte,fr,0.0,0.0,,Mati Diop; Nicole Dogué; Grégoire Colin; Julieth Mars Toussaint; Ingrid Caven; Jean-Christophe Folly; Adèle Ado; Mario Canonge; Stéphane Pocrain,train conductor
365 Days,2020.0,True,664413,365 Days,2020-02-07,116.0,Romance; Drama,,,kidnapping; gangster; yacht; nightclub; mansion; prostitution; relationship; bdsm; rich man poor woman; disturbed; aggressive; abduction; sex; antagonistic; arrogant; disgusted; disrespectful,Ekipa; Future Space; Next Film; TVN,other,0.0,9458590.0,Barbara Białowąs; Tomasz Mandes,Anna-Maria Sieklucka; Michele Morrone; Bronisław Wrocławski; Otar Saralidze; Magdalena Lamparska; Natasza Urbańska; Grażyna Szapołowska; Tomasz Stockinger; Gianni Parisi; Mateusz Łasowski,mature
300: Rise of an Empire,Unknown,True,53182,300: Rise of an Empire,2014-03-05,102.0,Action; Drama; War,,Eva Green; Lena Headey; David Wenham; Rodrigo Santoro; Jack O'Connell,based on comic; sword fight; soldier; massacre; based on graphic novel; ancient greece; duringcreditsstinger; sea battle; hand to hand combat; naval warfare; sparta greece; sword and sandal,Legendary Pictures; Hollywood Gang Productions; Atmosphere Entertainment MM; Nimar Studios; Warner Bros. Pictures; Cruel & Unusual Films,en,110000000.0,337580051.0,Noam Murro,Sullivan Stapleton; Callan Mulvey; Andrew Tiernan; Ashraf Barhom; Andrew Pleavin,slow motion; ancient warfare; warriors; 5th century bc; athenian; god king; sword and shield
42,Unknown,True,109410,42,2013-04-12,128.0,Drama,Brian Helgeland,Chadwick Boseman; Harrison Ford; Nicole Beharie; Christopher Meloni; Ryan Merriman; Lucas Black; André Holland; Alan Tudyk; Hamish Linklater,sports; baseball; biography; racial segregation; racial tension; racial prejudice; 1940s,Warner Bros. Pictures; Legendary Pictures,en,40000000.0,95020213.0,,T.R. Knight,brooklyn dodgers
3:10 to Yuma,Unknown,True,5176,3:10 to Yuma,2007-09-06,122.0,Western,James Mangold,Russell Crowe; Christian Bale; Peter Fonda; Gretchen Mol; Ben Foster; Dallas Roberts; Alan Tudyk; Vinessa Shaw; Logan Lerman; Kevin Durand,dying and death; race against time; hero; saloon; parent child relationship; liberation of prisoners; arizona; transport of prisoners; wilderness; stetson; rivalry; gang; gunfight; family; dishonesty; heroic mission; grand; factual,Lionsgate; Tree Line Films; Relativity Media; Yuma,en,55000000.0,70000000.0,,,railway car; righting the wronged
45 Years,Unknown,True,311291,45 Years,2015-05-29,95.0,Drama; Romance,Andrew Haigh,Charlotte Rampling; Tom Courtenay; Geraldine James,dancing; husband wife relationship; broken engagement; pregnancy; marriage; family secrets; promise; german shepherd; jewelry store; based on short story; old woman; piano,Film4 Productions; Creative England; BFI; The Bureau,en,0.0,4250507.0,,Dolly Wells; David Sibley; Sam Alexander; Richard Cunningham; Hannah Chalmers; Camille Ucan; Rufus Wright,dead lover; apology; slide projector; anniversary; crying man
4 Little Girls,Unknown,True,26580,4 Little Girls,1997-07-09,102.0,Documentary,Spike Lee,,Unknown,40 Acres and a Mule Filmworks,en,0.0,0.0,,Maxine McNair; Chris McNair; Helen Pegues; Queen Nunn; Arthur Hanes Jr.; Howell Raines; Harold McNair; Carole C. Smitherman; Wamo Reed Robertson; Dianne Braddock,
48 Hrs.,Unknown,True,150,48 Hrs.,1982-12-07,96.0,Crime; Action; Comedy,Walter Hill,Nick Nolte; Eddie Murphy; James Remar; David Patrick Kelly; Brion James; Jonathan Banks,"prison; san francisco, california; knife; partner; revenge; convict; buddy cop; tough cop; dysfunctional relationship; absurd; amused; african american lead",Paramount Pictures; Lawrence Gordon Productions; Silver Pictures,en,12000000.0,78868508.0,,Annette O'Toole; Frank McRae; Sonny Landham; Kerry Sherman,fake fight
47 Ronin,2013.0,True,64686,47 Ronin,2013-12-06,119.0,Drama; Action; Fantasy,,Keanu Reeves; Hiroyuki Sanada; Tadanobu Asano; Rinko Kikuchi,suicide; japan; samurai; based on true story; revenge; samurai sword; aggressive; vindictive,Mid Atlantic Films; Stuber Pictures; Moving Picture Company; H2F Entertainment; Universal Pictures; Relativity Media,en,175000000.0,151783839.0,Carl Rinsch,Ko Shibasaki; Min Tanaka; Jin Akanishi; Masayoshi Haneda; Hiroshi Sogabe; Takato Yonemoto,ronin; shogun; half breed
50 First Dates,Unknown,True,1824,50 First Dates,2004-02-13,99.0,Comedy; Romance,Peter Segal,Adam Sandler; Drew Barrymore; Rob Schneider; Sean Astin; Dan Aykroyd; Allen Covert; Blake Clark; Maya Rudolph,amnesia; hawaii; romcom; deception; womanizer; love; car accident; screwball comedy; true love; romantic; joyful,Columbia Pictures; Anonymous Content; Flower Films; Happy Madison Productions,en,75000000.0,196482882.0,,Lusia Strus; Amy Hill,short-term memory loss
5 Centimeters per Second,Unknown,True,38142,5 Centimeters per Second,2007-03-03,63.0,Animation; Romance; Drama,Makoto Shinkai,,coming of age; slice of life; train; motorcycle; separation; childhood friends; anime,CoMix Wave Films,ja,5000000.0,548192.0,,Kenji Mizuhashi; Yoshimi Kondou; Satomi Hanamura; Risa Mizuno; Ayaka Onoue; Yuka Terasaki; Yuko Nakamura; Masami Iwasaki; Ryou Naitou; Hiroshi Shimozaki,surf; growing apart; rocket launch site
47 Meters Down,Unknown,True,403119,47 Meters Down,2017-05-25,89.0,Horror; Thriller,Johannes Roberts,Mandy Moore; Matthew Modine,sibling relationship; diving; shark attack; cage; creature; shark; trapped underwater,Lantica Media; Flexibon Films; Dragon Root Securities; Altitude Film Sales; Dimension Films; Entertainment Studios Motion Pictures; Tea Shop & Film Company; The Fyzz,en,5500000.0,62198461.0,,Claire Holt; Chris Johnson; Yani Gellman; Santiago Segura; Axel Mansella; Mayra Juárez,
6 Underground,Unknown,True,509967,6 Underground,2019-12-10,128.0,Action; Comedy; Thriller,Michael Bay,Ryan Reynolds; Mélanie Laurent; Manuel Garcia-Rulfo; Adria Arjona; Dave Franco; Corey Hawkins; Yuri Kolokolnikov,"dictator; florence, italy; shootout; fictitious country; evil dictator; anxious; street shootout; amused; ridiculous",Skydance Media; Bay Films,en,150000000.0,0.0,,Ben Hardy; Lior Raz; Payman Maadi,action packed
65,Unknown,True,700391,65,2023-03-02,92.0,Action; Adventure; Science Fiction,Scott Beck; Bryan Woods,Adam Driver; Ariana Greenblatt; Chloe Coleman,monster; asteroid; cave; giant monster; prehistory; dinosaur; quicksand; crash landing; alien race; man vs nature; father daughter relationship; alien spaceship,Raimi Productions; Beck/Woods; Bron Studios; Columbia Pictures; TSG Entertainment,en,45000000.0,60730568.0,,Nika King; Brian Dare,sick child; shipwrecked
50/50,Unknown,True,1396725,PNB 12-50,2024-12-25,4.0,Drama,,,philippines; short film,Salom Productions; Film Development Council of the Philippines,other,0.0,0.0,Ryan Paolo Resuena,Ralph Dan E. Oledan; Kate Rabanal; Rachelle Anne S. Baldonasa; Angel Rabanal; Jom Cagaanan; Mike Maluyan,
42nd Street,Unknown,True,1422112,42nd Street,2025-03-08,91.0,Documentary,,Unknown,Unknown,,es,0.0,0.0,José María Cabral,,
78/52,Unknown,True,359749,78/52,2017-10-13,91.0,Documentary,,Peter Bogdanovich; Jamie Lee Curtis; Elijah Wood,movie business; behind the scenes; crime scene; violent death; filmmaking; making of; documentary filmmaking; psycho; cinema history,Sensorshot Productions; Exhibit A Pictures; Screen Division; Milkhaus; ARTE,en,0.0,0.0,Alexandre O. Philippe,Emilie Germain; Osgood Perkins; Guillermo del Toro; Eli Roth; Aaron Moorhead; Bret Easton Ellis; Alan Barnette,special effects; editing; cinema performance; visual effects; special effects makeup
7 Days in Hell,Unknown,True,287689,7 Days in Hell,2015-07-08,43.0,TV Movie; Comedy,Jake Szymanski,Andy Samberg; Kit Harington; Jon Hamm; Michael Sheen; Karen Gillan; Will Forte; Fred Armisen; Mary Steenburgen; June Squibb,sports; tennis; tennis player; mockumentary,"HBO Films; Buss Co.; Murray Miller ""Entertainment""; Young Sandwich",en,0.0,0.0,,Lena Dunham,
8:46,2020.0,True,714842,8:46,2020-06-12,27.0,Comedy,,Dave Chappelle,Unknown,,en,0.0,0.0,Steven Bognar; Julia Reichert,Aliciana Lopez,
8MM,Unknown,True,8224,8MM,1999-02-26,123.0,Thriller; Crime; Mystery,Joel Schumacher,Nicolas Cage; Joaquin Phoenix; James Gandolfini; Peter Stormare; Anthony Heald; Catherine Keener; Amy Morton; Norman Reedus,"new york city; pornography; underground; loss of loved one; obsession; investigation; porn actor; snuff; sadomasochism; private investigator; los angeles, california; subculture; missing person; bdsm; snuff film",Global Medien KG; Hofflund/Polone; Columbia Pictures,en,40000000.0,96618699.0,,Chris Bauer; Myra Carter,sex shop; child pornography
8 Mile,Unknown,True,65,8 Mile,2002-11-08,111.0,Drama; Music,Curtis Hanson,Kim Basinger; Mekhi Phifer; Brittany Murphy; Omar Benson Miller,"individual; adolescence; rap music; hip-hop; trailer park; street gang; ethnic stereotype; rapper; ghetto; single; detroit, michigan; semi autobiographical; 1990s",Mikona Productions; Imagine Entertainment,en,41000000.0,242875078.0,,Eminem; Evan Jones; De'Angelo Wilson; Eugene Byrd; Taryn Manning; Larry Hudson,rhyme battle; battle rap
47 Meters Down: Uncaged,Unknown,True,480105,47 Meters Down: Uncaged,2019-08-15,90.0,Horror; Thriller,Johannes Roberts,John Corbett; Nia Long,mexico; diving; maya civilization; shark attack; animal attack; water monster; sequel; teenage girl; scuba diving; creature; underwater; shark; great white shark; ruins; eaten by animal; cave diving,The Fyzz; Entertainment Studios,en,12000000.0,47582563.0,,Sophie Nélisse; Corinne Foxx; Brianne Tju; Sistine Rose Stallone; Brec Bassinger; Davi Santos; Khylin Rhambo,altar
8½,Unknown,True,456063,The 8-Year Engagement,2017-12-16,119.0,Drama; Romance,,,amnesia; based on novel or book; based on true story; memory loss; autobiographical,Shochiku,ja,0.0,0.0,Takahisa Zeze,Takeru Satoh; Tao Tsuchiya; Hiroko Yakushimaru; Tetta Sugimoto; Kazuki Kitamura; Kenta Hamano; Yuri Nakamura; Keisuke Horibe; Kanji Furutachi; Maho Yamada,
99 Homes,Unknown,True,283235,99 Homes,2015-09-25,112.0,Drama,Ramin Bahrani,Andrew Garfield; Michael Shannon; Laura Dern; Clancy Brown,florida; parent child relationship; motel; finances; single father; real estate agent; financial crisis; wrongful conviction; real estate; construction worker; orlando florida,Noruz Films; Hyde Park Entertainment,en,8000000.0,1411927.0,,Nicole Barré; J.D. Evermore; Tim Guinee; Noah Lomax; Cullen Moss; Wayne Pére,life relationship; eviction; foreclosure; mortgage; evicted
A Bad Moms Christmas,Unknown,True,431530,A Bad Moms Christmas,2017-08-04,104.0,Comedy,Scott Moore; Jon Lucas,Mila Kunis; Kristen Bell; Kathryn Hahn; Christine Baranski; Susan Sarandon; Cheryl Hines; Jay Hernandez; Peter Gallagher; Oona Laurence,holiday; christmas,STXfilms; Robert Simonds Productions; Suzanne Todd Productions; Huayi Brothers Pictures; Universal Pictures,en,28000000.0,130560428.0,,Justin Hartley,
7500,Unknown,True,509585,7500,2019-12-26,94.0,Drama; Thriller; Action,,Joseph Gordon-Levitt,airplane; kidnapping; pilot; flight; airplane hijacking; terrorism; airplane pilot,Augenschein Filmproduktion; SWR; BR; ARTE; Novotny & Novotny Filmproduktion; FilmNation Entertainment; Endeavor Content,en,0.0,0.0,Patrick Vollrath,Omid Memar; Aylin Tezel; Carlo Kitzlinger; Murathan Muslu; Paul Wollin; Aurélie Thépaut; Max Schimmelpfennig; Simon Schwarz; Mario Klischies,islam; hijacked flight; islamic terrorism; religious extremism
A Bay of Blood,Unknown,True,5486,A Bay of Blood,1971-09-08,85.0,Horror; Thriller,Mario Bava,,suicide; octopus; psychopath; mass murder; wheelchair; gore; murder; serial killer; slasher; skinny dipping; maniac; axe murder; video nasty; proto-slasher; ax,Nuova Linea Cinematografica,it,0.0,0.0,,Claudine Auger; Luigi Pistilli; Claudio Camaso; Anna Maria Rosati; Chris Avram; Leopoldo Trieste; Laura Betti; Brigitte Skay; Isa Miranda; Paola Montenero,
80 for Brady,Unknown,True,942922,80 for Brady,2023-02-03,98.0,Comedy; Drama,,Lily Tomlin; Jane Fonda; Rita Moreno; Sally Field; Rob Corddry,"new york city; american football; hallucination; female friendship; based on true story; cannabis; houston, texas; inspiration; contest; group of friends; buddy comedy; quarterback; super bowl; best friends",199 Productions; Watch This Ready; Fifth Season; Tempesta Films,en,28000000.0,29637811.0,Kyle Marvin,Tom Brady; Billy Porter; Harry Hamlin; Guy Fieri; Alex Moffat,inspiring story; ticket scalping; chemotherapy; cancer survivor; elderly lady; fanfic; control room; cbd gummy
A Beautiful Day in the Neighborhood,Unknown,True,501907,A Beautiful Day in the Neighborhood,2019-09-07,109.0,Drama; History; Family,Marielle Heller,Tom Hanks; Chris Cooper; Tammy Blanchard,"friendship; male friendship; based on true story; kindness; estranged father; investigative journalism; 1990s; semi-biographical; based on magazine, newspaper or article; tv show",TriStar Pictures; Tencent Pictures; Big Beach,en,25000000.0,67900000.0,,Matthew Rhys; Susan Kelechi Watson; Maryann Plunkett; Enrico Colantoni; Wendy Makkena; Noah Harpster; Carmen Cusack,hand puppet; television journalist; television star; television host
A Better Tomorrow,Unknown,True,45508,Return to a Better Tomorrow,1994-07-14,103.0,Action; Thriller; Crime,,,Unknown,Orange Sky Golden Harvest; GH Pictures; Good Standard International Ltd.; Wong Jing's Workshop Ltd.; Golden Harvest Company,cn,0.0,0.0,Wong Jing,Sean Lau; Ekin Cheng Yee-Kin; Chingmy Yau; Ben Lam Kwok-Bun; Collin Chou; James Wong Jim; Michael Wong; Paul Chun Pui; Isabel Leung; Fung Chung-Yee,
9,Unknown,True,98622,9,2005-04-21,11.0,Animation; Science Fiction,,Unknown,fight; trap; short film,,en,0.0,0.0,Shane Acker,,end of world; rag doll
A Better Tomorrow II,Unknown,True,18305,A Better Tomorrow II,1987-12-17,103.0,Action; Crime; Thriller,John Woo,Kenneth Tsang,Unknown,Film Workshop; Cinema City,zh,150000.0,0.0,,Ti Lung; Leslie Cheung; Dean Shek Tin; Chow Yun-Fat; Guan Shan; Emily Chu Bo-Yee; Shing Fui-On; Lam Chung; Richard Ng,
A Bigger Splash,2015.0,True,324807,A Bigger Splash,2015-11-26,125.0,Drama; Thriller; Romance,Luca Guadagnino,Tilda Swinton; Matthias Schoenaerts; Ralph Fiennes; Dakota Johnson,fish; rock star; italy; vacation; rock concert,Frenesy Film; MiC; StudioCanal; COTA Films,en,0.0,7545758.0,,Corrado Guzzanti; Alessandro Ferrara; David Maddalena; Salvatore Gabriele; Livio Franco Blandino; Aurore Clément,
A Bronx Tale,Unknown,True,1607,A Bronx Tale,1993-10-01,121.0,Drama; Crime,,Robert De Niro; Chazz Palminteri; Joe Pesci,"italian american; gambling; funeral; italian; parent child relationship; gangster; loyalty; gang leader; nostalgia; mafia; best friend; witness to murder; hoodlum; xenophobia; bronx, new york city; father figure; 1960s",Price Entertainment; Penta Entertainment; Tribeca Productions,en,22000000.0,17287898.0,Robert De Niro,"Lillo Brancato; Francis Capra; Taral Hicks; Kathrine Narducci; Clem Caserta; Alfred Sauchelli, Jr.; Frank Pietrangolare",molotow cocktail; game of dice; bus driver; confession booth
A Bucket of Blood,Unknown,True,222858,A Bucket of Blood,1995-09-12,83.0,Thriller; Comedy; Horror; TV Movie,,Anthony Michael Hall; David Cross,artist; remake; sculptor,Showtime Networks; Concorde-New Horizons,en,0.0,0.0,Michael McDonald,Justine Bateman; Shadoe Stevens; Sam Lloyd; Jesse D. Goins; Kin Shriner; Patrick Bristow; Darcy DeMoss; Julianna McCarthy,
A Bug's Life,Unknown,True,9487,A Bug's Life,1998-11-25,95.0,Family; Animation; Adventure; Comedy,John Lasseter,Kevin Spacey; Julia Louis-Dreyfus; Hayden Panettiere; Richard Kind; David Hyde Pierce; Denis Leary,fight; circus; winter; ant; villain; invention; collector; anthropomorphism; grass; food; duringcreditsstinger; bugs; complex,Walt Disney Pictures; Pixar,en,80000000.0,363258859.0,,Dave Foley; Phyllis Diller; Joe Ranft; Jonathan Harris,ant-hill; flea; grasshopper; a bug's life
A Charlie Brown Christmas,Unknown,True,13187,A Charlie Brown Christmas,1965-12-09,25.0,Animation; Family; Comedy; TV Movie,Bill Melendez,,holiday; tree; cartoon; christmas,United Feature Syndicate; Lee Mendelson Film Productions; Bill Melendez Productions,en,96000.0,0.0,,Peter Robbins; Christopher Shea; Tracy Stratford; Cathy Steinberg; Chris Doran; Sally Dryer; Ann Altieri; Geoffrey Ornstein; Karen Mendelson; Bill Melendez,
A Christmas Carol,2009.0,True,17979,A Christmas Carol,2009-11-04,94.0,Animation; Family; Fantasy,Robert Zemeckis,Jim Carrey; Gary Oldman; Colin Firth; Robin Wright; Cary Elwes; Bob Hoskins; Daryl Sabara; Steve Valentine,"london, england; based on novel or book; holiday; greed; victorian england; money; ghost; christmas music; christmas; 19th century; christmas eve; xmas eve",Walt Disney Pictures; ImageMovers Digital,en,200000000.0,325286646.0,,Sage Ryan; Amber Gainey Meade,lesson; moneylender; scrooge
