input_title,input_year,found_in_tmdb,tmdb_id,title,release_date,runtime,genres,directors,cast,keywords,production_companies,original_language,budget,revenue
Next Goal Wins,2023.0,True,621587.0,Next Goal Wins,2023-11-16,104.0,Comedy; Drama,Taika Waititi,Michael Fassbender; Oscar Kightley; Kaimana; David Fane; Rachel House; Beulah Koale; Taika Waititi; Will Arnett; Elisabeth Moss; Uli Latukefu,world cup; based on true story; coach; football (soccer); aftercreditsstinger; indigenous community; transphobia; transgender; based on documentary,The Imaginarium; Searchlight Pictures; TSG Entertainment; Garrett Basch Productions; Defender Films; Archer's Mark,en,14000000.0,18062279.0
Newsies,Unknown,True,15300.0,Newsies,1992-04-10,121.0,Drama; Music; History; Family,Kenny Ortega,Christian Bale; Bill Pullman; Ann-Margret; Robert Duvall; David Moscow; Luke Edwards; Max Casella; Gabriel Damon; Marty Belafsky; Aaron Lohr,new york city; musical; based on true story; teenage girl; teenage boy; juvenile crime; brawl; boy singer; name change; slingshot; juvenile detention center; corrupt official; turn of the century; newspaper boy; 19th century; newsboy; correctional institution; 20th century,Walt Disney Pictures; Touchwood Pacific Partners 1,en,15000000.0,2819485.0
Next,Unknown,True,1738.0,Next,2007-04-25,96.0,Action; Science Fiction; Thriller,Lee Tamahori,Nicolas Cage; Julianne Moore; Jessica Biel; Thomas Kretschmann; Jim Beaver; Tory Kittles; Peter Falk; Enzo Cilenti; José Zúñiga; Jason Butler Harner,fortune teller; religion and supernatural; paranormal phenomena; time travel; time loop; terrorism; based on short story; duringcreditsstinger; vision of the future,Virtual Studios; Revolution Studios; Saturn Films; Paramount Pictures; Broken Road Productions; Initial Entertainment Group; Eyetronics,en,70000000.0,76066841.0
Next Floor,Unknown,True,99343.0,Next Floor,2008-05-15,12.0,Comedy,Denis Villeneuve,Jean Marchand; Luc-Martial Dagenais; Neil Kroetsch; Emmanuel Schwartz; Warren 'Slim' Williams; Jean-Robert Bourdage; Valérie Wiseman; Dennis St John; Sébastien René; Simone Chevalot,ritual; gastronomy; short film,Phi,en,0.0,0.0
Nick and Norah's Infinite Playlist,Unknown,True,12182.0,Nick and Norah's Infinite Playlist,2008-10-03,89.0,Romance; Comedy; Music; Drama,Peter Sollett,Michael Cera; Kat Dennings; Aaron Yoo; Rafi Gavron; Ari Graynor; Alexis Dziena; Jonathan B. Wright; Zachary Booth; Jay Baruchel; Justin Rice,concert; new jersey; based on novel or book; one night; secret location; based on young adult novel,Screen Gems; Columbia Pictures; Mandate Pictures; Depth of Field,en,9000000.0,33600000.0
Niagara,Unknown,True,764838.0,Niagara,2022-09-16,106.0,Drama; Comedy,Guillaume Lambert,François Pérusse; Éric Bernier; Guy Jodoin; Guillaume Lambert; Muriel Dutil; Marcel Sabourin; Marie Eykel; Geneviève Néron; Katherine Levac; Emi Chicoine,death of father; road trip; brother brother relationship,Entract Studios; Chasseurs Films,fr,0.0,0.0
Nickel Boys,Unknown,True,1028196.0,Nickel Boys,2024-12-13,140.0,Drama,RaMell Ross,Ethan Herisse; Brandon Wilson; Aunjanue Ellis-Taylor; Hamish Linklater; Gralen Bryant Banks; Fred Hechinger; Jimmie Fails; Luke Tennie; Bryan Gael Guzman; Ethan Cole Sharp,florida; new york city; sexual abuse; based on novel or book; alligator; male friendship; racial segregation; martin luther king; based on true story; racism; reform school; wrongful conviction; historical drama; abuse; black youths; 1960s; boxing; complex; african american history; stolen car; african american; grandmother grandson relationship; introspective; civil rights movement; american history; experimental cinema; intimate; boxing match; tallahassee; audacious; bold,Plan B Entertainment; Louverture Films; Anonymous Content; Orion Pictures,en,23200000.0,3016380.0
Night Moves,2013.0,True,157823.0,Night Moves,2014-04-23,112.0,Thriller; Drama,Kelly Reichardt,Jesse Eisenberg; Dakota Fanning; Peter Sarsgaard; Alia Shawkat; Logan Miller; Kai Lennox; Katherine Waterston; James Le Gros; Traber Charles Burns; Autumn Nidalmia,"bomb; paranoia; oregon, usa; dam; eco terrorism; environmentalism; woman director; guilty conscience; moral dilemma; environmental activist; organic farming",Maybach Film Productions; RT Features; filmscience; DeLeon Productions,en,0.0,271755.0
Night Call,2024.0,True,1001274.0,Night Call,2024-08-28,97.0,Thriller; Action; Crime,Michiel Blanchart,Jonathan Feltre; Natacha Krief; Jonas Bloquet; Romain Duris; Thomas Mustin; Sam Louwyck; Laura Masci; Claire Bodson; Marco Maas; Graham Guit,,Daylight Films; Formosa Productions; A Private View; Gaumont; France 3 Cinéma; VOO; BeTV; Proximus; RTL Belgium,fr,4870000.0,0.0
"Night Is Short, Walk On Girl",Unknown,True,430214.0,"Night Is Short, Walk On Girl",2017-04-07,93.0,Comedy; Romance; Animation; Fantasy,Masaaki Yuasa,Gen Hoshino; Kana Hanazawa; Ami Koshimizu; Aoi Yuuki; Hiroshi Kamiya; Chikara Honda; Hiroyuki Yoshino; Junichi Suwabe; Kazuhiro Yamaji; Kazuya Nakai,"based on novel or book; theater play; kyoto, japan; anime; binge drinking; book fair; night festival",Science SARU; Fuji Television Network; TOHO; BS Fuji; KADOKAWA,ja,0.0,3878208.0
Night Swim,2024.0,True,1072342.0,Night Swim,2024-01-03,98.0,Horror,Bryce McGuire,Wyatt Russell; Kerry Condon; Amélie Hoeferle; Gavin Warren; Nancy Lenehan; Jodi Long; Preston Galli; Aivan Uttapa; Ellie Araiza; Eddie Martinez,supernatural; swimming pool; evil spirit; teenage girl; real estate agent; 1990s; pool party; pool; anxious; 2000s; supernatural horror; based on short; night swimming; absurd; horror,Atomic Monster; Blumhouse Productions; Universal Pictures,en,15000000.0,54771241.0
Night School,2018.0,True,454293.0,Night School,2018-09-27,111.0,Comedy,Malcolm D. Lee,Kevin Hart; Tiffany Haddish; Rob Riggle; Romany Malco; Taran Killam; Megalyn Echikunwoke; Al Madrigal; Mary Lynn Rajskub; Keith David; Anne Winters,baseball bat; exam; car crash; dyslexia; teacher; prom; learning disability; night school; high school drop out; boxing ring,HartBeat Productions; Will Packer Productions; Perfect World Pictures; Universal Pictures,en,29000000.0,33157615.0
Night at the Museum,Unknown,True,1593.0,Night at the Museum,2006-12-20,108.0,Action; Adventure; Comedy; Family; Fantasy,Shawn Levy,Ben Stiller; Carla Gugino; Dick Van Dyke; Mickey Rooney; Bill Cobbs; Jake Cherry; Ricky Gervais; Robin Williams; Kim Raver; Patrick Gallagher,night shift; skeleton; chaos; maya civilization; museum; genghis khan; natural history; dinosaur; based on children's book; magical object; security guard; duringcreditsstinger; pharaoh; inanimate objects come to life,1492 Pictures; 21 Laps Entertainment; 20th Century Fox; Ingenious Media; Sun Canada Productions,en,110000000.0,574480841.0
Night Moves,Unknown,True,32042.0,Night Moves,1975-06-11,100.0,Crime; Mystery; Drama; Thriller,Arthur Penn,Gene Hackman; Jennifer Warren; John Crawford; Susan Clark; Melanie Griffith; Edward Binns; Harris Yulin; Janet Ward; James Woods; Kenneth Mars,chess; dolphin; florida keys; stuntman; scuba diving; divorce; private detective; movie set; glass bottom boat; missing daughter; neo-noir,Layton Productions; Hiller Productions; Warner Bros. Pictures,en,0.0,0.0
Night at the Museum: Battle of the Smithsonian,Unknown,True,18360.0,Night at the Museum: Battle of the Smithsonian,2009-05-20,105.0,Adventure; Fantasy; Action; Comedy; Family,Shawn Levy,Ben Stiller; Amy Adams; Owen Wilson; Hank Azaria; Robin Williams; Christopher Guest; Alain Chabat; Steve Coogan; Ricky Gervais; Bill Hader,museum; magical object; duringcreditsstinger; pharaoh; amelia earhart; inanimate objects come to life; smithsonian; back to life,21 Laps Entertainment; 1492 Pictures; Dune Entertainment; Museum Canada Productions; 20th Century Fox,en,150000000.0,413106170.0
Night at the Museum: Secret of the Tomb,Unknown,True,181533.0,Night at the Museum: Secret of the Tomb,2014-12-17,98.0,Adventure; Comedy; Fantasy; Family,Shawn Levy,Ben Stiller; Robin Williams; Owen Wilson; Steve Coogan; Ricky Gervais; Dan Stevens; Rebel Wilson; Skyler Gisondo; Rami Malek; Patrick Gallagher,night watchman; museum; natural history; smithsonian,Moving Picture Company; 21 Laps Entertainment; 1492 Pictures; TSG Entertainment; 20th Century Fox,en,127000000.0,363204635.0
Night of the Demon,Unknown,True,40146.0,Night of the Demon,1980-02-04,96.0,Horror,Jim West,Michael Cutt; Paul Kelleher; Melanie Graham; Lynn Eastman-Rossi; Eugene Dow; Don Hurst; Bob Collins; Jody Lazarus; Shannon Cooper; William F. Nugent,chess; ritual; bigfoot; video nasty,Aldan Company,en,70000.0,0.0
Night of the Creeps,Unknown,True,15762.0,Night of the Creeps,1986-08-21,88.0,Horror; Comedy; Science Fiction,Fred Dekker,Jason Lively; Steve Marshall; Jill Whitlow; Tom Atkins; Wally Taylor; Allan Kayser; Bruce Solomon; Vic Polizos; Dick Miller; Ken Heron,spacecraft; monster; experiment; police; morgue; undead; alien; murder; sorority; serial killer; zombie; corpse; fraternity; parasite; satirical; ax,TriStar Pictures; Delphi V,en,5000000.0,591366.0
Night and Fog,Unknown,True,362639.0,Night and Fog in Zona,2018-11-29,235.0,Documentary,Jung Sung-il,Wang Bing; Jung In-sun,making of; essay film,KINO; Mountain Pictures,zh,0.0,0.0
Night Teeth,Unknown,True,669671.0,Night Teeth,2021-10-20,107.0,Horror; Thriller; Action,Adam Randall,Jorge Lendeborg Jr.; Debby Ryan; Lucy Fry; Raúl Castillo; Alfie Allen; Sydney Sweeney; Megan Fox; Alexander Ludwig; Bryan Batt; Marlene Forte,vampire; college student; dracula; bloody; moonlighting; secret; sentimental; romantic; amused; awestruck; dignified; exuberant; gentle; vibrant,42; Unique Features,en,21700000.0,0.0
Night of the Demons,Unknown,True,24924.0,Night of the Demons,1988-10-14,90.0,Horror; Comedy,Kevin Tenney,Cathy Podewell; Alvin Alexis; Amelia Kinkade; Linnea Quigley; Hal Havins; Billy Gallo; Lance Fenton; Jill Terashita; Allison Barron; Philip Tanzini,mass murder; halloween; possession; abandoned house; halloween party; demon; celebration,Meridian Productions; Paragon Arts International; Blue Rider Pictures; Republic Pictures; Skouras Pictures,en,1200000.0,3109904.0
Night of the Living Dead,Unknown,True,10331.0,Night of the Living Dead,1968-10-04,96.0,Horror,George A. Romero,Judith O'Dea; Duane Jones; Marilyn Eastman; Karl Hardman; Judith Ridley; Keith Wayne; Kyra Schon; Charles Craig; S. William Hinzman; Bill Cardille,"sibling relationship; pennsylvania, usa; loss of loved one; gun; gas station; cemetery; cellar; halloween; house; barricade; zombie; black and white; trapped; bitten; farm house; frantic; satirical; anxious; intense; foreboding; frightened; horrified; zombies",Image Ten,en,114000.0,30000000.0
Night on Earth,Unknown,True,339.0,Night on Earth,1991-12-12,128.0,Comedy; Drama,Jim Jarmusch,Winona Ryder; Gena Rowlands; Giancarlo Esposito; Armin Mueller-Stahl; Rosie Perez; Isaach de Bankolé; Béatrice Dalle; Roberto Benigni; Paolo Bonacelli; Matti Pellonpää,"helsinki, finland; new york city; taxi; metropolis; paris, france; rome, italy; heart attack; megacity; taxi driver; german democratic republic; pastor; passenger; night life; casual meeting; casting agent; road trip; conflict; los angeles, california; episodic; finland; understanding",JVC; Locus Solus Entertainment,en,3500000.0,2015810.0
Night of the Living Dead,1990.0,True,19185.0,Night of the Living Dead,1990-10-19,88.0,Horror,Tom Savini,Patricia Tallman; Tony Todd; McKee Anderson; Bill Moseley; Heather Mazur; Tom Towles; William Butler; Pat Reese; Katie Finneran; Stacie Foster,remake; attack; zombie,21st Century Film Corporation; Columbia Pictures,en,4200000.0,5835247.0
Nightbitch,Unknown,True,728949.0,Nightbitch,2024-12-06,98.0,Comedy; Horror,Marielle Heller,Amy Adams; Scoot McNairy; Arleigh Snowden; Emmett Snowden; Jessica Harper; Zoë Chao; Mary Holland; Archana Rajan; Nate Heller; Darius De La Cruz,based on novel or book; melancholy; satire; magic realism; metamorphosis; suburbanite; motherhood; playful; body horror,Annapurna Pictures; Bond Group Entertainment; Defiant By Nature; Archer Gray,en,20000000.0,170737.0
Nightmare Alley,2021.0,True,597208.0,Nightmare Alley,2021-12-02,150.0,Crime; Drama; Thriller,Guillermo del Toro,Bradley Cooper; Cate Blanchett; Toni Collette; Willem Dafoe; Richard Jenkins; Rooney Mara; Ron Perlman; Mary Steenburgen; David Strathairn; Mark Povinelli,infidelity; based on novel or book; love triangle; tarot cards; mentor; hustler; lie; supernatural; carnival; con artist; murder; fugitive; alcoholic; grifter; séance; carny; neo-noir; freak show; 1940s; spiritism; mentalist; violence; gloomy,Searchlight Pictures; Double Dare You,en,60000000.0,39629195.0
Night of the Comet,Unknown,True,18462.0,Night of the Comet,1984-11-16,95.0,Comedy; Horror; Science Fiction,Thom Eberhardt,Catherine Mary Stewart; Robert Beltran; Kelli Maroney; Sharon Farrell; Mary Woronov; Geoffrey Lewis; Peter Fox; Michael Bowen; John Achorn; Devon Ericson,california; post-apocalyptic future; comet; mad scientist; end of the world; zombie; valley girl,Atlantic Releasing Corporation; Thomas Coleman and Michael Rosenblatt Productions; Film Development Fund,en,3000000.0,14418922.0
Nightbreed,Unknown,True,20481.0,Nightbreed,1990-02-16,121.0,Horror; Fantasy; Action,Clive Barker,Craig Sheffer; Anne Bobby; David Cronenberg; Charles Haid; Hugh Quarshie; Hugh Ross; Doug Bradley; Catherine Chevalier; Malcolm Smith; Bob Sessions,monster; escape; supernatural; serial killer; dark fantasy,Seraphim Films; Morgan Creek Entertainment; 20th Century Fox,en,11000000.0,8862354.0
Nimic,Unknown,True,621749.0,Nimic,2020-01-30,12.0,Drama; Fantasy; Mystery; Thriller,Yorgos Lanthimos,Matt Dillon; Daphné Patakia; Susan Elle; Sara Lee; Eugena Lee; Rowan Kay; Anvo Kyle; Lizzy Ceniceros; Florencia Mariotti; Jeffrey Raines,identity; subway; cello; cellist; orchestra; family relationships; doppelgänger; absurdism; short film,Rekorder Berlin Filmproduktion; Superprime Films; Merman,en,0.0,0.0
Nights of Cabiria,Unknown,True,19426.0,Nights of Cabiria,1957-10-03,110.0,Drama,Federico Fellini,Giulietta Masina; François Périer; Franca Marzi; Amedeo Nazzari; Aldo Silvani; Dorian Gray; Ennio Girolami; Mario Passante; Franco Balducci; Ciccio Barbi,"rome, italy; optimism; house; poverty; prostitution; madonna; heartbreak; rescue from drowning; ostia italy; shrine; hypnotist; railway station; starving; accountant",DDL Cinematografica; Les Films Marceau,it,0.0,752045.0
Night of the Kings,Unknown,True,660958.0,Night of the Kings,2021-02-26,93.0,Drama,Philippe Lacôte,Koné Bakary; Steve Tientcheu; Digbeu Jean Cyrille; Rasmané Ouédraogo; Issaka Sawadogo; Denis Lavant; Abdoul Karim Konaté; Macel Anzian; Gbazi Yves Landry; Umar Aïcha Lola,,Banshee Films; Peripheria Productions; Wassakara Productions; Canal+ International,fr,0.0,0.0
Nimona,2023.0,True,961323.0,Nimona,2023-06-23,101.0,Animation; Family; Action; Science Fiction; Adventure; Fantasy; Drama,Troy Quane; Nick Bruno,Chloë Grace Moretz; Riz Ahmed; Eugene Lee Yang; Frances Conroy; Lorraine Toussaint; Beck Bennett; RuPaul; Indya Moore; Julio Torres; Sarah Sherman,monster; knight; based on graphic novel; metamorphosis; lgbt; shape shifter; teenager; science fantasy,Annapurna Pictures; DNEG,en,0.0,0.0
Nightcrawler,Unknown,True,242582.0,Nightcrawler,2014-10-23,118.0,Crime; Drama; Thriller,Dan Gilroy,Jake Gyllenhaal; Riz Ahmed; Rene Russo; Bill Paxton; Kevin Rahm; Michael Hyatt; Price Carson; Kent Shocknek; Sharon Tay; Ann Cusack,"underground; psychopath; journalism; job interview; cynicism; sociopath; murder; serial killer; crime scene; psychological thriller; los angeles, california; home invasion; stakeout; newsreel footage; character study; neo-noir; ethics; stringer; police scanner; news business; tense; ghoulish",Sierra/Affinity; Bold Films,en,8500000.0,47425835.0
Nine,Unknown,True,10197.0,Nine,2009-12-03,118.0,Drama; Music; Romance,Rob Marshall,Daniel Day-Lewis; Marion Cotillard; Penélope Cruz; Nicole Kidman; Judi Dench; Sophia Loren; Kate Hudson; Fergie; Ricky Tognazzi; Enzo Cilenti,creative crisis; melancholy; memory; sidewalk cafe; room key; driving a car; coastline; stairway; search for meaning; sequins; singing photograph; costume designer; duringcreditsstinger; 1960s; philosophical; film director,Relativity Media; The Weinstein Company; Marc Platt Productions; Lucamar Productions; Weinstein Brothers Productions,en,80000000.0,53825515.0
Nine Days,Unknown,True,607430.0,Nine Days,2021-07-15,124.0,Drama; Fantasy,Edson Oda,Winston Duke; Zazie Beetz; Benedict Wong; David Rysdahl; Arianna Ortiz; Tony Hale; Bill Skarsgård; Perry Smith; Geraldine Hughes; Brandy Pitcher,,Juniper Productions; Mandalay Pictures; Nowhere; MACRO; The Space Program; Mansa Productions; Oak Street Pictures; 30WEST; Baked Studios; Datari Turner Productions,en,10000000.0,969204.0
Nine Lives,2016.0,True,322240.0,Nine Lives,2016-08-03,86.0,Fantasy; Comedy; Family,Barry Sonnenfeld,Kevin Spacey; Jennifer Garner; Robbie Amell; Cheryl Hines; Mark Consuelos; Malina Weissman; Christopher Walken; Talitha Eliana Bateman; Teddy Sears; Jay Patterson,cat; transformation; turns into animal; pets; sky scraper; body switch,Fundamental Films; EuropaCorp,en,30000000.0,57814445.0
Nineteen Eighty-Four,1984.0,True,9314.0,Nineteen Eighty-Four,1984-11-09,113.0,Drama; Science Fiction,Michael Radford,John Hurt; Richard Burton; Suzanna Hamilton; Cyril Cusack; Gregor Fisher; James Walker; Andrew Wilde; David Cann; Peter Frye; Roger Lloyd Pack,based on novel or book; dystopia; fascism; totalitarian regime; anarchist; brainwashing; orwellian; totalitarianism; future vision; future noir; authoritarian; george orwell; dystopian future,Atlantic Releasing Corporation; Umbrella-Rosenblum Film Production; Virgin Benelux; Virgin Schallplatten; Virgin Films; 20th Century Fox,en,7430072.0,8430492.0
Nine to Five,Unknown,True,19494.0,Nine to Five,1980-12-18,110.0,Comedy,Colin Higgins,Jane Fonda; Lily Tomlin; Dolly Parton; Dabney Coleman; Sterling Hayden; Elizabeth Wilson; Henry Jones; Lawrence Pressman; Marian Mercer; Ren Woods,kidnapping; bad boss; tied up; working women; company reorganization,IPC Films; 20th Century Fox,en,10000000.0,103300000.0
Nine Queens,Unknown,True,18079.0,Nine Queens,2000-08-31,114.0,Crime; Thriller; Drama,Fabián Bielinsky,Ricardo Darín; Gastón Pauls; Leticia Brédice; Gabo Correa; Pochi Ducasse; Jorge Noya; María Mercedes Villagra; Ignasi Abadal; Carlos Lanari; Tomás Fonzi,hotel; con man; stamp; partner; money; revenge; scam; double crossed; counterfeit; grifter; con game; swindle; forgery; brother sister relationship; inspirational; con artists; absurd; con men; cine argentino; whimsical; vibrant; twist ending; stamp collector,Patagonik; FX Sound; Industrias Audiovisuales Argentinas S.A.; J.Z. & Asociados; Kodak Argentina S.A.; INCAA; Naya Films SA,es,1300000.0,12413888.0
Ninja Assassin,Unknown,True,22832.0,Ninja Assassin,2009-09-29,99.0,Action; Adventure; Thriller,James McTeigue,Rain; Naomie Harris; Ben Miles; Rick Yune; Sho Kosugi; Randall Duk Kim; Sung Kang; Lee Joon; Anna Sawai; Kai Fung Rieck,martial arts; assassin; assassination; ninja fighter; gore; stick fighting; sensei; revenge; ninja; bloody fight; chop socky; ninjutsu; kusarigama,Legendary Pictures; Dark Castle Entertainment; Silver Pictures; Anarchos Productions; Rocklock Films; Studio Babelsberg; Warner Bros. Pictures; Hermanas Wachowski; StudioCanal,en,40000000.0,61601280.0
Nirvana: Unplugged In New York,Unknown,True,18942.0,Nirvana: Unplugged In New York,1993-12-16,66.0,Music; TV Movie,Beth McCarthy-Miller,Kurt Cobain; Krist Novoselic; Dave Grohl; Pat Smear; Lori Goldston; Curt Kirkwood; Cris Kirkwood,grunge; nirvana; live performance; concert film; woman director; unplugged; mtv unplugged; kurt cobain,MTV; Geffen Records; Universal Music Group,en,0.0,0.0
No,2012.0,True,110398.0,No,2012-08-09,118.0,Drama; History,Pablo Larraín,Gael García Bernal; Alfredo Castro; Néstor Cantillana; Luis Gnecco; Antonia Zegers; Jaime Vadell; Diego Muñoz; Alejandro Goic; Marcial Tagle; Manuela Oyarzún,campaign; dictatorship; based on true story; chile; pinochet regime; democracy; intimidation; oppression; referendum; advertising agency; advertising jingle,Participant; Fabula; Funny Balloons,es,0.0,2341226.0
Nixon,Unknown,True,10858.0,Nixon,1995-12-22,192.0,Drama; History,Oliver Stone,Anthony Hopkins; Joan Allen; Powers Boothe; Ed Harris; Bob Hoskins; E.G. Marshall; David Paymer; David Hyde Pierce; Paul Sorvino; Mary Steenburgen,"usa president; washington dc, usa; government; presidential election; 1970s; watergate scandal; biography; historical figure; richard nixon; 1960s; ambiguous; disapproving; disdainful; disheartening; earnest; empathetic; frustrated",Cinergi Pictures; Hollywood Pictures; Illusion Entertainment Group,en,44000000.0,13681765.0
Ninotchka,Unknown,True,1859.0,Ninotchka,1939-11-23,110.0,Comedy; Romance,Ernst Lubitsch,Greta Garbo; Melvyn Douglas; Ina Claire; Bela Lugosi; Sig Ruman; Felix Bressart; Alexander Granach; Gregory Gaye; Rolfe Sedan; Edwin Maxwell,"capitalist; paris, france; capitalism; white russian; jewelry; satire; fur",Metro-Goldwyn-Mayer,en,1365000.0,2279000.0
Nine Months,Unknown,True,11472.0,Nine Months,1995-07-12,103.0,Romance; Comedy,Chris Columbus,Hugh Grant; Julianne Moore; Tom Arnold; Joan Cusack; Jeff Goldblum; Robin Williams; Mia Cottet; Joey Simmrin; Ashley Johnson; Alexa PenaVega,baby; parent child relationship; pregnancy; marriage; desire to have children,1492 Pictures; 20th Century Fox,en,35000000.0,138500000.0
No Bears,Unknown,True,974521.0,No Bears,2022-10-06,107.0,Drama; Romance,Jafar Panahi,Jafar Panahi; Naser Hashemi; Vahid Mobaser; Bakhtiyar Panjeei; Mina Kavani; Narges Delaram; Abdolreza Heydari; Amir Davar; Darya Alei; Sinan Yusufoglu,photography; border; filmmaking,Jafar Panahi Productions,fa,0.0,1067495.0
No Country for Old Men,Unknown,True,6977.0,No Country for Old Men,2007-06-13,122.0,Crime; Drama; Thriller,Joel Coen; Ethan Coen,Javier Bardem; Tommy Lee Jones; Josh Brolin; Woody Harrelson; Kelly Macdonald; Garret Dillahunt; Tess Harper; Barry Corbin; Stephen Root; Rodger Boyce,vietnam veteran; sheriff; trailer park; based on novel or book; hitman; psychopath; drug trafficking; texas; motel; usa–mexico border; drug cartel; fate; desert; modern-day western; neo-western; tracking device; cold blooded killer; motel room; hopeless; cartel; neo-noir; 1980s; philosophical; mexican cartel; complex; drug deal; coin toss; human nature; captive bolt gun; western noir; horror western; faithful adaptation; suspenseful; intense; distressing; foreboding; harsh; powerful,Miramax; Paramount Vantage; Scott Rudin Productions; Mike Zoss Productions,en,25000000.0,171627166.0
No Hard Feelings,2023.0,True,884605.0,No Hard Feelings,2023-06-15,104.0,Comedy; Romance,Gene Stupnitsky,Jennifer Lawrence; Andrew Barth Feldman; Laura Benanti; Natalie Morales; Matthew Broderick; Scott MacArthur; Ebon Moss-Bachrach; Kyle Mooney; Hasan Minhaj; Jordan Mendoza,friendship; older woman seduces younger guy; romcom; summer; new york state; teen comedy; hometown; bankruptcy; craigslist; animal shelter; socially awkward; uber; late coming of age; nude swimming; graduation party; helicopter parenting,Excellent Cadaver; Odenkirk Provissiero Entertainment; Columbia Pictures; Saks Picture Company,en,45000000.0,83000000.0
No Other Land,Unknown,True,1232493.0,No Other Land,2024-11-01,92.0,Documentary,Rachel Szor; Hamdan Ballal; Yuval Abraham; Basel Adra,Basel Adra; Yuval Abraham; Farisa Abu Aram; Nasser Adra; Harun Abu Aram; Kifah Adara,palestinian-israeli conflict; palestine; fascism; zionism; ethnic cleansing; racism; inequality; anti-apartheid; shocking; occupation; somber; colonization; palestinian resistance; frightened,Yabayay Media; Antipode Films,ar,0.0,3358154.0
No Escape,2015.0,True,192141.0,No Escape,2015-08-26,103.0,Thriller; Action,John Erick Dowdle,Owen Wilson; Lake Bell; Pierce Brosnan; Sterling Jerins; Claire Geare; Spencer Garrett; Sahajak Boonthanakit; Tanapol Chuksrida; Nophand Boonyai; Byron Gibson,hotel; rebellion; race against time; revolution; coup d'etat; engineer; survival; execution; american; family; american abroad; u.s. embassy,Living Films; Bold Films; Brothers Dowdle Productions,en,5000000.0,54400000.0
No Exit,2022.0,True,833425.0,No Exit,2022-02-24,96.0,Thriller; Mystery; Horror,Damien Power,Havana Rose Liu; Danny Ramirez; Dennis Haysbert; David Rysdahl; Dale Dickey; Mila Harris; Benedict Wall; James Gaylyn; Lisa Zhang; Nick Davies,"based on novel or book; isolation; winter; cocaine; drug rehabilitation; salt lake city, utah; blizzard; child kidnapping; adrenal gland; college student",20th Century Studios; Flitcraft,en,0.0,0.0
No Sudden Move,Unknown,True,649409.0,No Sudden Move,2021-06-24,115.0,Crime; Thriller,Steven Soderbergh,Don Cheadle; Benicio del Toro; David Harbour; Jon Hamm; Ray Liotta; Brendan Fraser; Kieran Culkin; Amy Seimetz; Julia Fox; Bill Duke,"detective; safe; money; organized crime; gang; detroit, michigan; 1950s; job",Warner Bros. Pictures; HBO Max,en,0.0,0.0
No Time to Die,2021.0,True,370172.0,No Time to Die,2021-09-29,163.0,Action; Thriller; Adventure,Cary Joji Fukunaga,Daniel Craig; Léa Seydoux; Rami Malek; Lashana Lynch; Ralph Fiennes; Ben Whishaw; Naomie Harris; Rory Kinnear; Jeffrey Wright; Billy Magnussen,based on novel or book; forgiveness; poison; spy; mi6; family; british secret service; parents; global threat; nanobots,EON Productions; Metro-Goldwyn-Mayer,en,250000000.0,774153024.0
No Strings Attached,Unknown,True,41630.0,No Strings Attached,2011-01-21,107.0,Comedy; Romance,Ivan Reitman,Natalie Portman; Ashton Kutcher; Kevin Kline; Cary Elwes; Greta Gerwig; Lake Bell; Olivia Thirlby; Ludacris; Jake Johnson; Mindy Kaling,parent child relationship; casual meeting; sexual humor; student of medicine; friends; open relationship; best friend; valentine's day; casual sex; friends in love; duringcreditsstinger; fling; father son conflict,Katalyst Films; The Montecito Picture Company; Handsomecharlie Films,en,25000000.0,149200000.0
No Half Measures: Creating the Final Season of Breaking Bad,Unknown,True,239459.0,No Half Measures: Creating the Final Season of Breaking Bad,2013-11-26,136.0,Documentary,Stuart Richardson,Bryan Cranston; Aaron Paul; Anna Gunn; Dean Norris; Betsy Brandt; RJ Mitte; Bob Odenkirk; Steven Michael Quezada; Laura Fraser; Michael Bowen,making of,Sony Pictures,en,0.0,0.0
Noah,Unknown,True,86834.0,Noah,2014-03-07,138.0,Drama; Adventure,Darren Aronofsky,Russell Crowe; Jennifer Connelly; Ray Winstone; Anthony Hopkins; Emma Watson; Logan Lerman; Douglas Booth; Nick Nolte; Mark Margolis; Kevin Durand,genesis; fairy tale; bible; god; apocalypse; flood; old testament; noah; noah's ark; apologetic; condescending; biblical epic,Paramount Pictures; Regency Enterprises; Protozoa Pictures; Disruption Entertainment,en,125000000.0,362600000.0
No One Will Save You,Unknown,True,820609.0,No One Will Save You,2023-09-21,93.0,Horror; Science Fiction,Brian Duffield,Kaitlyn Dever; Elizabeth Kaluev; Zack Duhame; Lauren L. Murray; Geraldine Singer; Dane Rhodes; Evangeline Rose; Dari Lynn Griffin; Emani White; Daniel Rigamer,isolation; trauma; alien; grief; female protagonist; home invasion; guilt; death of mother; alien attack; reclusive; sci-fi horror,20th Century Studios; Star Thrower Entertainment,en,22800000.0,0.0
